City Name,Longitude,Latitude,Max Temperature,Humidtiy,Cloud Coverage,Wind Speed,City Country,Date Time
Biak,122.88,-0.91,78.75,83,100,5.84,ID,1594344784
Pitsunda,40.34,43.16,68.0,88,20,2.24,GE,1594344784
Krasnyy Kut,46.97,50.95,73.09,66,100,6.91,RU,1594344784
Parfen'yevo,43.41,58.48,53.4,92,1,3.67,RU,1594344784
Pinawa,-95.88,50.15,64.35,92,1,6.89,CA,1594344785
Temir,57.13,49.14,74.68,45,0,10.29,KZ,1594344785
La Ronge,-105.28,55.1,68.0,56,75,6.93,CA,1594344785
Marsá Maţrūḩ,27.25,31.35,75.2,78,0,9.17,EG,1594344785
Prado,-39.22,-17.34,71.82,85,0,5.01,BR,1594344785
Reyes,-67.38,-14.32,62.96,77,96,3.0,BO,1594344786
Awjilah,21.29,29.11,78.71,50,0,9.01,LY,1594344786
Aykhal,111.5,66.0,53.6,100,90,6.71,RU,1594344786
Nishihara,127.76,26.18,89.6,62,75,18.34,JP,1594344786
Steamboat Springs,-106.83,40.48,84.2,9,1,10.29,US,1594344554
Semnan,53.4,35.57,77.43,30,11,6.4,IR,1594344787
Harindānga,88.32,22.04,86.0,89,40,11.41,IN,1594344787
Swan River,-101.27,52.11,64.18,83,21,7.25,CA,1594344787
Deputatsky,139.9,69.3,61.56,50,50,7.45,RU,1594344787
Bagdarin,113.6,54.43,65.61,82,86,2.37,RU,1594344788
Owando,15.9,-0.48,73.08,86,61,3.65,CG,1594344788
Vacaria,-50.93,-28.51,41.0,92,0,3.94,BR,1594344686
Santa Rosa,121.11,14.31,91.99,66,20,5.82,PH,1594344788
Neiafu,-173.98,-18.65,80.6,74,75,8.05,TO,1594344789
Kaeo,173.78,-35.1,57.99,3,39,1.01,NZ,1594344789
Poyarkovo,128.68,49.6,76.93,68,6,7.63,RU,1594344789
Praia,-23.51,14.92,78.8,74,75,4.7,CV,1594344789
May Pen,-77.25,17.96,86.0,70,20,18.34,JM,1594344789
Saint Anthony,-93.22,45.02,79.0,74,1,8.05,US,1594344790
Mogok,96.5,22.92,69.66,91,100,5.46,MM,1594344790
Tessalit,1.01,20.2,85.15,36,11,6.31,ML,1594344790
Burnie,145.92,-41.07,53.01,86,100,5.99,AU,1594344578
Kingsport,-82.56,36.55,82.99,65,40,3.36,US,1594344664
Ixtapa,-105.2,20.7,86.0,70,90,9.17,MX,1594344791
Pangkalanbuun,111.62,-2.68,79.68,91,50,2.77,ID,1594344791
Gweta,25.23,-20.18,55.71,59,0,3.06,BW,1594344791
Kralendijk,-68.27,12.15,82.4,78,0,17.22,BQ,1594344791
Jinchang,102.17,38.5,80.71,20,0,3.94,CN,1594344791
Kalabo,22.68,-14.97,53.64,48,0,4.14,ZM,1594344792
Kavieng,150.8,-2.57,84.22,72,4,9.31,PG,1594344792
Agadez,10.25,19.75,88.52,20,10,8.88,NE,1594344792
Alghero,8.32,40.56,68.0,94,0,1.12,IT,1594344792
Stony Mountain,-97.22,50.09,73.99,64,75,6.93,CA,1594344792
Hay River,-115.8,60.82,68.0,64,75,9.17,CA,1594344793
Diamantino,-56.45,-14.41,68.81,66,0,4.32,BR,1594344793
Beitbridge,30.0,-22.22,54.28,83,0,2.15,ZW,1594344793
Bundaberg,152.35,-24.85,71.6,46,10,13.87,AU,1594344793
Srednekolymsk,153.68,67.45,71.29,48,1,2.91,RU,1594344794
Constitución,-72.42,-35.33,51.67,84,100,7.11,CL,1594344794
Lukiv,25.4,51.05,59.0,98,85,8.43,UA,1594344794
Coquimbo,-71.34,-29.95,53.6,87,2,4.7,CL,1594344794
Coromandel,-47.2,-18.47,62.08,72,3,4.54,BR,1594344795
Balaipungut,101.28,1.05,77.0,88,75,2.53,ID,1594344795
Mossamedes,12.15,-15.2,61.29,77,0,7.4,AO,1594344709
Kelvington,-103.53,52.17,59.86,91,50,4.83,CA,1594344795
Whitehorse,-135.05,60.72,64.99,55,75,3.36,CA,1594344615
Berlevåg,29.09,70.86,46.27,92,100,16.46,NO,1594344795
Samarai,150.67,-10.62,78.49,88,65,19.1,PG,1594344796
Auki,160.7,-8.77,84.06,72,85,5.32,SB,1594344796
Saint Stephen,-4.9,50.33,57.0,93,0,9.17,GB,1594344796
Rio Grande,-52.1,-32.03,39.99,97,0,11.34,BR,1594344773
Valença,-39.07,-13.37,70.86,93,84,2.06,BR,1594344796
Riyadh,46.72,24.69,86.0,19,26,5.82,SA,1594344600
Sangar,127.47,63.92,73.36,41,100,10.67,RU,1594344797
Humaitá,-63.02,-7.51,77.58,67,12,0.96,BR,1594344797
Puerto Lumbreras,-1.81,37.56,71.01,82,0,4.29,ES,1594344728
Heyang,107.47,26.1,77.4,86,100,6.69,CN,1594344797
Mayo,-76.51,38.89,82.4,74,1,9.17,US,1594344604
Bandarbeyla,50.81,9.49,81.01,61,100,32.14,SO,1594344798
Alice Springs,133.88,-23.7,62.6,27,0,3.36,AU,1594344610
Saddiqabad,70.13,28.31,91.15,60,0,13.76,PK,1594344798
Isla Vista,-119.86,34.41,70.0,72,1,8.05,US,1594344798
Thunder Bay,-89.32,48.4,69.8,73,75,5.82,CA,1594344799
Arman',150.17,59.7,52.97,94,100,1.03,RU,1594344799
Hasaki,140.83,35.73,84.2,74,75,9.17,JP,1594344799
Imbituba,-48.67,-28.24,55.4,82,0,8.05,BR,1594344799
Fillmore,-92.1,43.67,75.99,93,1,5.82,US,1594344800
Khovu-Aksy,93.6,51.13,65.17,51,100,2.35,RU,1594344800
Tabat,115.23,-2.63,75.45,95,100,1.12,ID,1594344800
Biankouma,-7.61,7.74,67.32,98,100,2.59,CI,1594344800
Togur,82.83,58.36,60.17,82,1,11.65,RU,1594344800
Brownwood,-98.99,31.71,93.2,44,1,13.87,US,1594344531
Mt. Pleasant,-79.86,32.79,81.0,94,75,5.32,US,1594344665
Khorramshahr,48.17,30.44,89.6,75,0,3.74,IR,1594344801
Safi,-9.24,32.3,66.76,90,49,11.52,MA,1594344555
Havøysund,24.66,71.0,44.6,93,75,14.99,NO,1594344801
Marieville,-73.17,45.43,84.99,63,3,3.96,CA,1594344802
Laas,10.7,46.62,57.2,87,5,1.12,IT,1594344802
Okhotsk,143.3,59.38,54.25,89,100,7.05,RU,1594344802
Morgantown,-79.96,39.63,84.2,48,40,4.7,US,1594344591
Bud,-86.18,39.45,84.2,66,1,8.05,US,1594344802
Chengde,117.94,40.97,75.96,50,1,4.81,CN,1594344803
Spišská Nová Ves,20.56,48.94,55.4,87,20,3.36,SK,1594344803
Lagoa,-27.98,39.05,68.94,71,89,2.77,PT,1594344803
Prainha,-53.48,-1.8,75.22,83,100,2.75,BR,1594344803
Marsh Harbour,-77.06,26.54,85.17,73,100,7.16,BS,1594344803
Buta,24.73,2.79,69.87,97,100,2.59,CD,1594344804
San Cristobal,-72.22,7.77,64.94,88,44,3.6,VE,1594344804
Makakilo City,-158.09,21.35,87.8,52,75,9.17,US,1594344804
Karaj,51.01,35.84,80.6,53,75,16.11,IR,1594344804
Panji,114.1,-7.73,83.8,57,99,3.13,ID,1594344804
Kungurtug,97.52,50.6,64.6,54,19,0.43,RU,1594344804
San Jerónimo,-75.28,-11.95,44.37,79,100,3.4,PE,1594344805
Madingou,13.55,-4.15,72.5,82,61,4.68,CG,1594344805
Chara,118.26,56.91,72.86,52,20,3.22,RU,1594344805
La Ciotat,5.6,43.17,69.01,89,81,1.01,FR,1594344805
Luwuk,122.79,-0.95,80.51,79,100,4.97,ID,1594344753
Ilhabela,-45.36,-23.78,63.54,78,74,2.24,BR,1594344806
Catuday,119.81,16.29,84.16,75,100,4.41,PH,1594344806
Kruisfontein,24.73,-34.0,51.89,92,98,3.98,ZA,1594344806
Kurchum,83.65,48.57,72.52,49,0,2.53,KZ,1594344806
Boppard,7.59,50.23,64.4,63,48,2.24,DE,1594344731
Ainring,12.95,47.82,64.4,77,0,11.41,DE,1594344807
Cuitláhuac,-96.72,18.82,86.0,89,75,6.93,MX,1594344807
Tempio Pausania,9.1,40.9,68.0,82,0,1.12,IT,1594344807
Penukonda,77.58,14.08,73.38,85,100,5.57,IN,1594344807
Barrhead,-4.39,55.8,53.6,76,100,8.05,GB,1594344807
Clarence Town,151.78,-32.58,61.0,82,90,5.82,AU,1594344808
Biltine,20.92,14.53,80.74,59,99,10.18,TD,1594344808
Romny,33.47,50.75,53.02,89,82,0.87,UA,1594344808
Byron Bay,153.62,-28.65,63.0,82,40,1.12,AU,1594344808
Seoul,126.98,37.57,77.0,69,90,5.82,KR,1594344600
Bulungu,18.6,-4.55,74.3,56,42,0.78,CD,1594344809
Kalmunai,81.82,7.42,81.1,78,100,5.55,LK,1594344809
Rawson,-65.1,-43.3,42.49,79,90,15.7,AR,1594344809
Westport,-73.36,41.14,78.8,78,1,6.64,US,1594344810
Hamilton,-84.53,39.18,82.0,83,1,2.68,US,1594344604
Maridi,29.47,4.92,65.75,96,79,1.81,SS,1594344810
San Vicente de Cañete,-76.38,-13.08,59.94,81,10,3.78,PE,1594344810
Mníšek pod Brdy,14.26,49.87,63.0,97,0,40.0,CZ,1594344810
Yaan,8.57,7.38,72.41,97,100,4.97,NG,1594344811
Gaspé,-64.48,48.83,60.8,93,20,0.29,CA,1594344811
Rodolfo Sánchez Taboada,-116.57,31.72,71.01,78,0,3.0,MX,1594344811
Sydney,151.21,-33.87,60.01,72,52,8.05,AU,1594344606
San Borja,-66.85,-14.82,62.33,73,99,4.03,BO,1594344811
Uglegorsk,142.03,49.08,56.41,94,100,6.78,RU,1594344811
Ialibu,143.99,-6.28,69.8,73,40,3.36,PG,1594344812
Tokur,132.9,53.13,76.71,44,5,3.0,RU,1594344812
Tshikapa,20.8,-6.42,70.14,42,0,2.06,CD,1594344812
Baturaja,104.17,-4.13,80.38,77,96,1.12,ID,1594344812
Necochea,-58.74,-38.55,46.99,80,100,10.0,AR,1594344812
Ternate,127.4,0.8,84.85,67,100,2.91,ID,1594344813
São Miguel do Araguaia,-50.16,-13.28,70.25,43,0,5.01,BR,1594344813
Dhidhdhoo,73.1,6.88,83.88,73,100,11.45,MV,1594344813
Bahía Blanca,-62.27,-38.72,52.63,55,100,21.12,AR,1594344781
Qaqortoq,-46.03,60.72,50.0,81,100,6.93,GL,1594344813
Mīnāb,57.08,27.15,87.8,70,40,4.7,IR,1594344814
Nānākuli,-158.15,21.39,87.8,52,75,9.17,US,1594344814
Pauini,-66.98,-7.71,76.1,79,75,2.39,BR,1594344814
Darhan,105.92,49.49,61.32,77,100,5.64,MN,1594344815
Xining,101.77,36.62,63.27,59,100,2.42,CN,1594344815
Nikki,3.21,9.94,71.13,95,100,6.35,BJ,1594344815
Deoli,75.38,25.75,85.55,66,76,14.97,IN,1594344815
La Asuncion,-63.86,11.03,89.6,66,0,13.87,VE,1594344815
Cabedelo,-34.83,-6.98,75.2,94,1,2.24,BR,1594344816
Plettenberg Bay,23.37,-34.05,56.66,81,87,5.84,ZA,1594344816
Petrozavodsk,34.35,61.78,51.8,93,0,6.71,RU,1594344816
Martapura,114.85,-3.42,77.0,94,75,3.36,ID,1594344726
Sobolevo,31.9,54.43,47.79,91,0,4.21,RU,1594344816
Binga,27.34,-17.62,59.54,81,0,2.73,ZW,1594344817
Kwang Binh,106.6,17.48,91.92,55,99,9.82,VN,1594344705
Balkhash,74.98,46.84,74.21,46,0,13.58,KZ,1594344817
Russell,-85.2,32.35,86.0,83,1,3.4,US,1594344817
Buala,159.59,-8.14,85.05,72,38,10.74,SB,1594344817
Patrocínio,-46.99,-18.94,66.2,72,0,3.36,BR,1594344818
La Libertad,-80.9,-2.23,68.97,85,22,11.56,EC,1594344818
Sur,59.53,22.57,90.81,48,95,8.61,OM,1594344818
Manado,124.85,1.49,87.8,62,20,2.24,ID,1594344818
Dwārka,68.97,22.24,84.76,82,99,20.87,IN,1594344819
Khandyga,135.6,62.67,77.65,33,72,5.84,RU,1594344819
Viedma,-63.0,-40.81,50.36,65,100,23.31,AR,1594344819
Lagos,3.75,6.58,77.0,94,20,2.24,NG,1594344716
Makurdi,8.51,7.74,73.58,94,100,4.27,NG,1594344820
Shenzhen,114.07,22.55,90.0,74,81,5.01,CN,1594344644
Nouadhibou,-17.03,20.93,80.6,54,0,24.16,MR,1594344820
Dmitriyevka,55.33,54.75,66.2,88,0,2.24,RU,1594344820
Sawākin,37.33,19.11,86.92,29,0,2.37,SD,1594344820
Atar,-13.05,20.52,93.83,11,0,10.49,MR,1594344821
Meadow Lake,-106.54,34.8,98.01,11,40,6.93,US,1594344821
Tsiroanomandidy,46.03,-18.77,53.24,69,0,5.73,MG,1594344821
Saint-Leu,55.28,-21.15,68.0,82,57,25.28,RE,1594344821
Mount Isa,139.5,-20.73,75.2,47,0,6.93,AU,1594344821
Faanui,-151.75,-16.48,77.27,79,98,24.23,PF,1594344822
Tungor,142.96,53.38,53.92,87,100,5.17,RU,1594344822
North Bend,-124.22,43.41,66.99,77,40,11.41,US,1594344822
Samaná,-69.34,19.21,79.68,85,91,8.93,DO,1594344822
Lerwick,-1.15,60.15,48.2,93,92,2.24,GB,1594344822
